-24.378933,27.241348
-29.742561,23.948524
-23.473866,27.63128
-30.0286,26.686325
-31.090788,26.22617
-28.949,26.73692
-29.806995,26.574453
-31.007238,25.604582
-30.443102,26.890982
-24.642563,26.829409
-27.558668,25.746199
-29.818796,26.362423
-31.154802,25.080387
-31.960882,25.442823
-30.05157,26.117058
-30.815313,23.191893
-24.415852,27.244478
-31.200855,23.56045
-30.62614,25.357704
-23.627768,27.082954
-28.104336,26.796333
-30.635172,22.817444
-30.449196,22.764492
-31.79728,25.124996
-28.997864,27.315409
-30.374306,26.801367
-31.349081,26.914433
-30.597855,22.642382
-29.975246,26.817038
-31.860703,24.853529
-24.839521,27.340202
-30.834543,25.950045
-29.040363,26.868706
-31.80193,24.378756
-23.096598,26.7736
-30.62598,23.190903
-27.129671,27.012264
-30.82345,25.996786
-22.720325,27.227697
-30.563648,24.297218
-30.873474,24.35068
-30.612411,25.361607
-31.356173,26.40881
-31.543955,23.67029
-28.567516,27.161596
-31.786358,24.947775
-30.92859,24.276697
-31.498394,24.936357
-29.862848,24.438938
-30.008717,23.109865
-30.743155,24.197416
-30.634485,23.222977
-30.489126,27.514807
-29.57654,26.022152
-31.075287,23.735577
-31.567894,24.553217
-31.109667,26.549822
-29.91986,27.451523
-30.242142,24.953543
-30.146404,23.048317
-29.961859,25.679462
-28.659903,26.398422
-29.560217,25.890457
-29.17122,27.099052
-31.19646,26.175097
-30.594767,26.854729
-29.253075,25.506662
-30.161324,22.80295
-30.439518,22.571112
-28.638794,27.31872
-29.894754,26.822502
-31.16608,26.4528
-31.530859,24.206001
-30.935808,27.001055
-30.162523,26.163847
-30.524017,26.507765
-30.743946,23.480928
-30.726727,24.884731
-30.136307,27.139282
-30.786596,24.327393
-30.339254,27.218693
-29.578293,27.039454
-29.445274,25.9875
-28.883297,26.992016
-29.395418,26.81445
-31.405653,26.206154
-23.217466,26.087572
-32.10154,25.977003
-31.483955,25.015102
-30.663305,26.577103
-31.351116,26.482325
-29.190432,26.94684
-30.042503,26.400026
-30.945213,25.33169
-30.157055,25.900305
-29.645844,25.673765
-30.504961,25.841747
-30.127825,22.808449
-29.979738,25.841192
-22.888165,26.93269
-22.72432,28.383884
-30.88916,26.42563
-30.306988,23.223604
-30.52043,26.824827
-30.754904,24.063484
-30.491386,27.117603
-28.616335,27.12148
-30.096752,22.756598
-30.770025,26.88434
-29.545904,25.164083
-29.719685,26.551401
-24.627699,27.789307
-30.431684,24.27021
-30.635256,23.268389
-31.347763,23.156311
-28.85647,26.726955
-27.093676,26.979345
-30.028543,27.269054
-29.63141,26.378637
-31.320654,27.11472
-31.084423,23.000925
-30.702028,24.998363
-29.479368,26.579151
-29.031017,23.92627
-30.209736,25.79548
-30.202707,22.644789
-23.141367,27.221582
-29.590721,24.701094
-28.586422,27.272335
